"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"478","P17_L_AMBOS_Me_sirve_para_llevar_los_hijos","5","4.7","0","NaN","0","NaN","5","4.7","0","NaN","0","NaN","2","5.4","3","4.3","0","NaN","3","9.1","1","3.8","0","0","1","5.9","0","0","0","NaN","1","3.8","2","9.1","0","0","2","6.9","1","5.3","0","0","1","6.7","0","0","2","11.1","1","5.6","4","8.5","0","0","1","5.9","0","0","0","NaN"
"479","P17_L_AMBOS_Otro__especificar","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","0","0","0","0","0","0","1","5.9","0","0","0","NaN","0","0","0","0","0","0","1","3.4","0","0","1","6.2","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"480","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"482","AP16InfluenciaAutos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"483","P17_O_Yo_Auto","69","65.1","0","NaN","0","NaN","69","65.1","0","NaN","0","NaN","20","54.1","49","71","0","NaN","23","69.7","19","73.1","17","68","7","41.2","3","60","0","NaN","8","30.8","20","90.9","20","69","21","72.4","17","89.5","6","37.5","9","60","12","60","11","61.1","14","77.8","35","74.5","6","75","11","64.7","17","50","0","NaN"
"484","P17_O_Mi_esposo___esposa_Auto","30","28.3","0","NaN","0","NaN","30","28.3","0","NaN","0","NaN","7","18.9","23","33.3","0","NaN","15","45.5","6","23.1","4","16","3","17.6","2","40","0","NaN","2","7.7","2","9.1","16","55.2","10","34.5","6","31.6","6","37.5","6","40","4","20","1","5.6","7","38.9","24","51.1","3","37.5","1","5.9","2","5.9","0","NaN"
"485","P17_O_Mi_pap____mam_Auto","23","21.7","0","NaN","0","NaN","23","21.7","0","NaN","0","NaN","10","27","13","18.8","0","NaN","4","12.1","6","23.1","9","36","4","23.5","0","0","0","NaN","15","57.7","2","9.1","3","10.3","3","10.3","4","21.1","3","18.8","2","13.3","7","35","6","33.3","1","5.6","5","10.6","0","0","1","5.9","17","50","0","NaN"
"486","P17_O_Mis_hijos___hijas_Auto","10","9.4","0","NaN","0","NaN","10","9.4","0","NaN","0","NaN","5","13.5","5","7.2","0","NaN","3","9.1","2","7.7","5","20","0","0","0","0","0","NaN","1","3.8","0","0","1","3.4","8","27.6","0","0","1","6.2","2","13.3","4","20","3","16.7","0","0","4","8.5","0","0","6","35.3","0","0","0","NaN"
"487","P17_O_Otro_familiar_Auto","6","5.7","0","NaN","0","NaN","6","5.7","0","NaN","0","NaN","1","2.7","5","7.2","0","NaN","2","6.1","2","7.7","2","8","0","0","0","0","0","NaN","1","3.8","0","0","3","10.3","2","6.9","1","5.3","1","6.2","1","6.7","2","10","0","0","1","5.6","3","6.4","0","0","1","5.9","2","5.9","0","NaN"
"488","P17_O_No_sabe___no_contest_Auto","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3.4","0","0","0","0","0","0","1","5","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"489","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"491","AP16CompraAutos","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"492","P17_P_Yo_Auto","71","67","0","NaN","0","NaN","71","67","0","NaN","0","NaN","16","43.2","55","79.7","0","NaN","26","78.8","17","65.4","15","60","8","47.1","5","100","0","NaN","7","26.9","17","77.3","22","75.9","25","86.2","17","89.5","10","62.5","9","60","11","55","8","44.4","16","88.9","37","78.7","5","62.5","11","64.7","18","52.9","0","NaN"
"493","P17_P_Mi_Esposo___Esposa_Auto","16","15.1","0","NaN","0","NaN","16","15.1","0","NaN","0","NaN","6","16.2","10","14.5","0","NaN","6","18.2","3","11.5","3","12","3","17.6","1","20","0","NaN","3","11.5","1","4.5","6","20.7","6","20.7","5","26.3","4","25","2","13.3","2","10","1","5.6","2","11.1","11","23.4","3","37.5","1","5.9","1","2.9","0","NaN"
"494","P17_P_Mi_Pap____Mam_Auto","22","20.8","0","NaN","0","NaN","22","20.8","0","NaN","0","NaN","14","37.8","8","11.6","0","NaN","4","12.1","7","26.9","8","32","3","17.6","0","0","0","NaN","16","61.5","3","13.6","1","3.4","2","6.9","3","15.8","2","12.5","2","13.3","6","30","7","38.9","2","11.1","4","8.5","0","0","2","11.8","16","47.1","0","NaN"
"495","P17_P_Otro_familiar_Auto","6","5.7","0","NaN","0","NaN","6","5.7","0","NaN","0","NaN","2","5.4","4","5.8","0","NaN","2","6.1","1","3.8","2","8","1","5.9","0","0","0","NaN","2","7.7","0","0","1","3.4","3","10.3","0","0","1","6.2","1","6.7","2","10","0","0","2","11.1","1","2.1","0","0","4","23.5","1","2.9","0","NaN"
"496","P17_P_Empresa_donde_trabajo_Auto","2","1.9","0","NaN","0","NaN","2","1.9","0","NaN","0","NaN","1","2.7","1","1.4","0","NaN","0","0","0","0","2","8","0","0","0","0","0","NaN","0","0","0","0","0","0","2","6.9","0","0","0","0","0","0","2","10","0","0","0","0","1","2.1","0","0","1","5.9","0","0","0","NaN"
"497","P17_P_Lo_compraron_entre_varios_miem_Auto","4","3.8","0","NaN","0","NaN","4","3.8","0","NaN","0","NaN","1","2.7","3","4.3","0","NaN","1","3","1","3.8","1","4","1","5.9","0","0","0","NaN","0","0","2","9.1","2","6.9","0","0","2","10.5","0","0","0","0","0","0","2","11.1","0","0","3","6.4","0","0","0","0","1","2.9","0","NaN"
"498","P17_P_No_sabe___no_contest_Auto","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","1","3","0","0","0","0","0","0","0","0","0","NaN","1","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5.6","0","0","0","0","1","5.9","0","0","0","NaN"
"499","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"501","AP18","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"502","Sí","47","44.3","0","NaN","0","NaN","47","44.3","0","NaN","0","NaN","24","64.9","23","33.3","0","NaN","10","30.3","9","34.6","16","64","9","52.9","3","60","0","NaN","22","84.6","13","59.1","7","24.1","5","17.2","5","26.3","6","37.5","4","26.7","9","45","13","72.2","10","55.6","18","38.3","1","12.5","5","29.4","23","67.6","0","NaN"
"503","No","59","55.7","0","NaN","0","NaN","59","55.7","0","NaN","0","NaN","13","35.1","46","66.7","0","NaN","23","69.7","17","65.4","9","36","8","47.1","2","40","0","NaN","4","15.4","9","40.9","22","75.9","24","82.8","14","73.7","10","62.5","11","73.3","11","55","5","27.8","8","44.4","29","61.7","7","87.5","12","70.6","11","32.4","0","NaN"
"504","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"506","AP18Cambio","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"507","P18_A_Ambos_Tengo_menos_gastos_Auto","12","11.3","0","NaN","0","NaN","12","11.3","0","NaN","0","NaN","3","8.1","9","13","0","NaN","3","9.1","3","11.5","2","8","4","23.5","0","0","0","NaN","2","7.7","4","18.2","4","13.8","2","6.9","1","5.3","0","0","1","6.7","7","35","0","0","3","16.7","7","14.9","0","0","1","5.9","4","11.8","0","NaN"
"508","P18_A_Ambos_Tengo_m_s_gastos_Auto","42","39.6","0","NaN","0","NaN","42","39.6","0","NaN","0","NaN","21","56.8","21","30.4","0","NaN","11","33.3","12","46.2","12","48","7","41.2","0","0","0","NaN","12","46.2","10","45.5","12","41.4","8","27.6","8","42.1","0","0","3","20","10","50","11","61.1","10","55.6","15","31.9","3","37.5","8","47.1","16","47.1","0","NaN"
"509","P18_A_Ambos_Estoy_m_s_seguro_Auto","60","56.6","0","NaN","0","NaN","60","56.6","0","NaN","0","NaN","22","59.5","38","55.1","0","NaN","19","57.6","15","57.7","16","64","9","52.9","1","20","0","NaN","12","46.2","15","68.2","14","48.3","19","65.5","10","52.6","9","56.2","9","60","10","50","9","50","13","72.2","31","66","3","37.5","8","47.1","18","52.9","0","NaN"
"510","P18_A_Ambos_Tengo_m_s_movilidad_Auto","43","40.6","0","NaN","0","NaN","43","40.6","0","NaN","0","NaN","14","37.8","29","42","0","NaN","19","57.6","13","50","8","32","2","11.8","1","20","0","NaN","5","19.2","12","54.5","14","48.3","12","41.4","7","36.8","6","37.5","9","60","9","45","4","22.2","8","44.4","23","48.9","1","12.5","6","35.3","13","38.2","0","NaN"
"511","P18_A_Ambos_Me_da_m_s_status_Auto","21","19.8","0","NaN","0","NaN","21","19.8","0","NaN","0","NaN","6","16.2","15","21.7","0","NaN","8","24.2","4","15.4","4","16","3","17.6","2","40","0","NaN","6","23.1","6","27.3","5","17.2","4","13.8","1","5.3","4","25","1","6.7","5","25","2","11.1","8","44.4","10","21.3","1","12.5","4","23.5","6","17.6","0","NaN"
"512","P18_A_Ambos_Me_siento_m_s_libre___independ_Auto","20","18.9","0","NaN","0","NaN","20","18.9","0","NaN","0","NaN","6","16.2","14","20.3","0","NaN","5","15.2","5","19.2","5","20","4","23.5","1","20","0","NaN","4","15.4","7","31.8","6","20.7","3","10.3","3","15.8","4","25","2","13.3","6","30","2","11.1","3","16.7","12","25.5","1","12.5","3","17.6","4","11.8","0","NaN"
"513","P18_A_Ambos_Es_m_s_c_modo_Auto","73","68.9","0","NaN","0","NaN","73","68.9","0","NaN","0","NaN","21","56.8","52","75.4","0","NaN","23","69.7","21","80.8","17","68","11","64.7","1","20","0","NaN","16","61.5","19","86.4","19","65.5","19","65.5","15","78.9","9","56.2","8","53.3","14","70","10","55.6","17","94.4","36","76.6","5","62.5","11","64.7","21","61.8","0","NaN"
"514","P18_A_Ambos_Es_m_s_f_cil_y_pr_ctico_para_l_Auto","25","23.6","0","NaN","0","NaN","25","23.6","0","NaN","0","NaN","6","16.2","19","27.5","0","NaN","10","30.3","5","19.2","7","28","3","17.6","0","0","0","NaN","4","15.4","8","36.4","9","31","4","13.8","4","21.1","0","0","1","6.7","4","20","4","22.2","12","66.7","19","40.4","0","0","5","29.4","1","2.9","0","NaN"
"515","P18_A_Ambos_Llego_m_s_r_pido_a_mi_destino_Auto","38","35.8","0","NaN","0","NaN","38","35.8","0","NaN","0","NaN","10","27","28","40.6","0","NaN","17","51.5","12","46.2","5","20","2","11.8","2","40","0","NaN","6","23.1","7","31.8","15","51.7","10","34.5","6","31.6","3","18.8","8","53.3","8","40","3","16.7","10","55.6","20","42.6","2","25","5","29.4","11","32.4","0","NaN"
"516","P18_A_Ambos_Mi_vida_es_m_s_f_cil_Auto","33","31.1","0","NaN","0","NaN","33","31.1","0","NaN","0","NaN","9","24.3","24","34.8","0","NaN","11","33.3","9","34.6","4","16","6","35.3","3","60","0","NaN","5","19.2","8","36.4","12","41.4","8","27.6","5","26.3","6","37.5","2","13.3","5","25","4","22.2","11","61.1","18","38.3","1","12.5","6","35.3","8","23.5","0","NaN"
"517","P18_A_Ambos_Me_resuelve_problemas___me_sac_Auto","35","33","0","NaN","0","NaN","35","33","0","NaN","0","NaN","7","18.9","28","40.6","0","NaN","10","30.3","9","34.6","10","40","4","23.5","2","40","0","NaN","7","26.9","11","50","8","27.6","9","31","9","47.4","6","37.5","7","46.7","7","35","1","5.6","5","27.8","17","36.2","2","25","6","35.3","10","29.4","0","NaN"
"518","P18_A_Ambos_Otro__especificar_Auto","5","4.7","0","NaN","0","NaN","5","4.7","0","NaN","0","NaN","0","0","5","7.2","0","NaN","4","12.1","1","3.8","0","0","0","0","0","0","0","NaN","1","3.8","0","0","4","13.8","0","0","1","5.3","0","0","1","6.7","2","10","0","0","1","5.6","3","6.4","0","0","2","11.8","0","0","0","NaN"
"519","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"521","AP18TransporteEficiente","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"522","De todas maneras tendrías auto y moto","63","59.4","0","NaN","0","NaN","63","59.4","0","NaN","0","NaN","25","67.6","38","55.1","0","NaN","18","54.5","16","61.5","15","60","11","64.7","3","60","0","NaN","17","65.4","12","54.5","18","62.1","16","55.2","7","36.8","8","50","10","66.7","13","65","13","72.2","12","66.7","27","57.4","4","50","12","70.6","20","58.8","0","NaN"
"523","De todas maneras tendrías auto","15","14.2","0","NaN","0","NaN","15","14.2","0","NaN","0","NaN","6","16.2","9","13","0","NaN","6","18.2","4","15.4","4","16","1","5.9","0","0","0","NaN","3","11.5","2","9.1","5","17.2","5","17.2","0","0","2","12.5","4","26.7","2","10","4","22.2","3","16.7","8","17","1","12.5","3","17.6","3","8.8","0","NaN"
"524","De todas maneras tendrías moto","15","14.2","0","NaN","0","NaN","15","14.2","0","NaN","0","NaN","1","2.7","14","20.3","0","NaN","5","15.2","4","15.4","1","4","3","17.6","2","40","0","NaN","2","7.7","6","27.3","3","10.3","4","13.8","7","36.8","4","25","1","6.7","2","10","0","0","1","5.6","5","10.6","1","12.5","1","5.9","8","23.5","0","NaN"
"525","No tendría auto ni moto y usaría el transporte público","5","4.7","0","NaN","0","NaN","5","4.7","0","NaN","0","NaN","4","10.8","1","1.4","0","NaN","1","3","1","3.8","1","4","2","11.8","0","0","0","NaN","3","11.5","1","4.5","0","0","1","3.4","0","0","1","6.2","0","0","2","10","1","5.6","1","5.6","1","2.1","0","0","1","5.9","3","8.8","0","NaN"
"526","No tendría auto y usaría el transporte público","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"527","No tendría moto y usaría el transporte público","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","0","0","1","1.4","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","0","0","0","0","0","0","1","3.4","0","0","0","0","0","0","1","5","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"528","No sabe / no contestó","1","0.9","0","NaN","0","NaN","1","0.9","0","NaN","0","NaN","1","2.7","0","0","0","NaN","0","0","0","0","1","4","0","0","0","0","0","NaN","1","3.8","0","0","0","0","0","0","0","0","1","6.2","0","0","0","0","0","0","0","0","1","2.1","0","0","0","0","0","0","0","NaN"
"529","Total","106","100","0","NaN","0","NaN","106","100","0","NaN","0","NaN","37","100","69","100","0","NaN","33","100","26","100","25","100","17","100","5","100","0","NaN","26","100","22","100","29","100","29","100","19","100","16","100","15","100","20","100","18","100","18","100","47","100","8","100","17","100","34","100","0","NaN"
"530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"531","AP18C1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
