"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51","NA52","NA53","NA54","NA55","NA56","NA57","NA58","NA59","NA60","NA61"
"1","MP15NumAmbosMoto","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"178","MP17NoPrestaMotosPQ","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"179","Es algo mío  personal/ Individual","37","46.2","0","NaN","0","NaN","37","46.2","0","NaN","0","NaN","11","42.3","26","48.1","0","NaN","9","36","10","52.6","8","42.1","8","66.7","2","40","0","NaN","15","65.2","3","18.8","10","47.6","9","45","4","28.6","8","66.7","6","46.2","3","33.3","10","62.5","6","37.5","14","40","4","57.1","5","50","14","50","0","NaN"
"180","No me lo cuidan/ ensucian","5","6.2","0","NaN","0","NaN","5","6.2","0","NaN","0","NaN","1","3.8","4","7.4","0","NaN","2","8","1","5.3","1","5.3","0","0","1","20","0","NaN","1","4.3","1","6.2","1","4.8","2","10","0","0","1","8.3","1","7.7","1","11.1","0","0","2","12.5","4","11.4","0","0","1","10","0","0","0","NaN"
"181","Nadie de mi familia lo necesita","19","23.8","0","NaN","0","NaN","19","23.8","0","NaN","0","NaN","8","30.8","11","20.4","0","NaN","7","28","5","26.3","6","31.6","1","8.3","0","0","0","NaN","2","8.7","8","50","5","23.8","4","20","5","35.7","0","0","0","0","4","44.4","4","25","6","37.5","7","20","2","28.6","4","40","6","21.4","0","NaN"
"182","Lo chocan/ maltratan","6","7.5","0","NaN","0","NaN","6","7.5","0","NaN","0","NaN","1","3.8","5","9.3","0","NaN","3","12","0","0","2","10.5","1","8.3","0","0","0","NaN","1","4.3","2","12.5","1","4.8","2","10","2","14.3","0","0","3","23.1","1","11.1","0","0","0","0","3","8.6","0","0","0","0","3","10.7","0","NaN"
"183","Cada quien usa su auto","2","2.5","0","NaN","0","NaN","2","2.5","0","NaN","0","NaN","2","7.7","0","0","0","NaN","1","4","1","5.3","0","0","0","0","0","0","0","NaN","0","0","2","12.5","0","0","0","0","0","0","0","0","1","7.7","0","0","0","0","1","6.2","0","0","0","0","0","0","2","7.1","0","NaN"
"184","Porque tienen moto","1","1.2","0","NaN","0","NaN","1","1.2","0","NaN","0","NaN","1","3.8","0","0","0","NaN","0","0","1","5.3","0","0","0","0","0","0","0","NaN","0","0","0","0","1","4.8","0","0","0","0","0","0","0","0","0","0","0","0","1","6.2","0","0","1","14.3","0","0","0","0","0","NaN"
"185","Otro (Especificar)","8","10","0","NaN","0","NaN","8","10","0","NaN","0","NaN","2","7.7","6","11.1","0","NaN","3","12","1","5.3","1","5.3","2","16.7","1","20","0","NaN","2","8.7","0","0","3","14.3","3","15","3","21.4","1","8.3","2","15.4","0","0","2","12.5","0","0","6","17.1","0","0","0","0","2","7.1","0","NaN"
"186","No sabe / no contestó","2","2.5","0","NaN","0","NaN","2","2.5","0","NaN","0","NaN","0","0","2","3.7","0","NaN","0","0","0","0","1","5.3","0","0","1","20","0","NaN","2","8.7","0","0","0","0","0","0","0","0","2","16.7","0","0","0","0","0","0","0","0","1","2.9","0","0","0","0","1","3.6","0","NaN"
"187","Total","80","100","0","NaN","0","NaN","80","100","0","NaN","0","NaN","26","100","54","100","0","NaN","25","100","19","100","19","100","12","100","5","100","0","NaN","23","100","16","100","21","100","20","100","14","100","12","100","13","100","9","100","16","100","16","100","35","100","7","100","10","100","28","100","0","NaN"
"188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"189","MP17NoPrestaMotosProb","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"190","Sí","1","1.2","0","NaN","0","NaN","1","1.2","0","NaN","0","NaN","1","3.8","0","0","0","NaN","0","0","0","0","0","0","0","0","1","20","0","NaN","0","0","0","0","0","0","1","5","0","0","1","8.3","0","0","0","0","0","0","0","0","1","2.9","0","0","0","0","0","0","0","NaN"
"191","No","79","98.8","0","NaN","0","NaN","79","98.8","0","NaN","0","NaN","25","96.2","54","100","0","NaN","25","100","19","100","19","100","12","100","4","80","0","NaN","23","100","16","100","21","100","19","95","14","100","11","91.7","13","100","9","100","16","100","16","100","34","97.1","7","100","10","100","28","100","0","NaN"
"192","Total","80","100","0","NaN","0","NaN","80","100","0","NaN","0","NaN","26","100","54","100","0","NaN","25","100","19","100","19","100","12","100","5","100","0","NaN","23","100","16","100","21","100","20","100","14","100","12","100","13","100","9","100","16","100","16","100","35","100","7","100","10","100","28","100","0","NaN"
"193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"194","MP17NoPrestaMotosProbQ","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"195","Esposa/ Esposo","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"196","Mamá/ Papá","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"197","Hijo/hija","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"198","Otro familiar","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"199","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"201","MP17NoPrestarQuienMotosSol1","Total_Total_f","Total_Total_pct","P10_Automóvil_f","P10_Automóvil_pct","P10_Moto / Motocicleta_f","P10_Moto / Motocicleta_pct","P10_Ambas_f","P10_Ambas_pct","P10_Otro (Camión de carga)_f","P10_Otro (Camión de carga)_pct","P10_No cuenta con ninguno_f","P10_No cuenta con ninguno_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHijos_Casado con hijos_f","EdocivilHijos_Casado con hijos_pct","EdocivilHijos_Casado sin hijos_f","EdocivilHijos_Casado sin hijos_pct","EdocivilHijos_Soltero con Hijos_f","EdocivilHijos_Soltero con Hijos_pct","EdocivilHijos_Soltero sin HIjos_f","EdocivilHijos_Soltero sin HIjos_pct","EdocivilHijos_No contestó_f","EdocivilHijos_No contestó_pct"
"202","Nos organizamos","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"203","Usa el transporte público","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"204","Se va en taxi /UBER","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"205","Le pide a un familiar / amigo que la (o) lleve","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN"
"206","Otro","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"207","Total","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN"
"208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"209","MP17Actividades1","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"210","1","22","20.8","3","23.1","1","14.3","3","15.8","4","36.4","2","10","8","27.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211","2","26","24.5","3","23.1","2","28.6","8","42.1","2","18.2","7","35","4","13.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"212","3","58","54.7","7","53.8","4","57.1","8","42.1","5","45.5","11","55","17","58.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"213","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"215","MP17Actividades2","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"216","1","45","42.5","5","38.5","4","57.1","8","42.1","3","27.3","5","25","15","51.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"217","2","44","41.5","7","53.8","1","14.3","6","31.6","7","63.6","11","55","12","41.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"218","3","17","16","1","7.7","2","28.6","5","26.3","1","9.1","4","20","2","6.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221","MP17Actividades3","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222","1","79","74.5","10","76.9","7","100","14","73.7","9","81.8","13","65","21","72.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"223","2","15","14.2","2","15.4","0","0","3","15.8","2","18.2","3","15","5","17.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224","3","12","11.3","1","7.7","0","0","2","10.5","0","0","4","20","3","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"225","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"227","MP17Actividades4","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"228","1","25","23.6","4","30.8","1","14.3","5","26.3","2","18.2","5","25","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"229","2","48","45.3","4","30.8","1","14.3","6","31.6","9","81.8","11","55","14","48.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"230","3","33","31.1","5","38.5","5","71.4","8","42.1","0","0","4","20","8","27.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233","MP17Actividades5","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234","1","65","61.3","7","53.8","5","71.4","10","52.6","10","90.9","12","60","17","58.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","2","20","18.9","3","23.1","1","14.3","4","21.1","1","9.1","5","25","5","17.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"236","3","21","19.8","3","23.1","1","14.3","5","26.3","0","0","3","15","7","24.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"237","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"239","MP17Actividades6","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"240","1","59","55.7","9","69.2","6","85.7","11","57.9","5","45.5","3","15","22","75.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241","2","22","20.8","3","23.1","1","14.3","2","10.5","4","36.4","6","30","4","13.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"242","3","25","23.6","1","7.7","0","0","6","31.6","2","18.2","11","55","3","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"243","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"245","MP17Actividades7","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"246","1","40","37.7","4","30.8","2","28.6","6","31.6","7","63.6","10","50","10","34.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247","2","42","39.6","4","30.8","2","28.6","6","31.6","4","36.4","8","40","13","44.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"248","3","24","22.6","5","38.5","3","42.9","7","36.8","0","0","2","10","6","20.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"249","Total","106","100","13","100","7","100","19","100","11","100","20","100","29","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"251","MP17Actividades8","Total_Total_f","Total_Total_pct","A11_Uniparental_f","A11_Uniparental_pct","A11_Pareja joven sin hijo_f","A11_Pareja joven sin hijo_pct","A11_Unipersonal_f","A11_Unipersonal_pct","A11_Parejas con hijos y otros parientes_f","A11_Parejas con hijos y otros parientes_pct","A11_Parejas jóvenes con hijos_f","A11_Parejas jóvenes con hijos_pct","A11_Parejas maduras con hijos_f","A11_Parejas maduras con hijos_pct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"252","1","51","48.1","5","38.5","4","57.1","9","47.4","3","27.3","5","25","21","72.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"253","2","25","23.6","4","30.8","0","0","5","26.3","5","45.5","5","25","5","17.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
